,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,day,month_year,location
10,1736800520.0,4/3/2015,662500.0,3.0,2.5,3560.0,9796.0,1.0,0.0,0.0,3.0,8.0,1860.0,1700.0,1965.0,0.0,98007,47.6007,-122.145,2210.0,8925.0,2015.0,4.0,3.0,3-2015,"(47.6007, -122.145)"
11,9212900260.0,5/27/2014,468000.0,2.0,1.0,1160.0,6000.0,1.0,0.0,0.0,4.0,7.0,860.0,300.0,1942.0,0.0,98115,47.69,-122.292,1330.0,6000.0,2014.0,5.0,27.0,27-2014,"(47.69, -122.292)"
12,114101516.0,5/28/2014,310000.0,3.0,1.0,1430.0,19901.0,1.5,0.0,0.0,4.0,7.0,1430.0,0.0,1927.0,0.0,98028,47.7558,-122.229,1780.0,12697.0,2014.0,5.0,28.0,28-2014,"(47.7558, -122.229)"
13,6054650070.0,10/7/2014,400000.0,3.0,1.75,1370.0,9680.0,1.0,0.0,0.0,4.0,7.0,1370.0,0.0,1977.0,0.0,98074,47.6127,-122.045,1370.0,10208.0,2014.0,10.0,7.0,7-2014,"(47.6127, -122.045)"
14,1175000570.0,3/12/2015,530000.0,5.0,2.0,1810.0,4850.0,1.5,0.0,0.0,3.0,7.0,1810.0,0.0,1900.0,0.0,98107,47.67,-122.39399999999999,1360.0,4850.0,2015.0,3.0,12.0,12-2015,"(47.67, -122.39399999999999)"
15,9297300055.0,1/24/2015,650000.0,4.0,3.0,2950.0,5000.0,2.0,0.0,3.0,3.0,9.0,1980.0,970.0,1979.0,0.0,98126,47.5714,-122.375,2140.0,4000.0,2015.0,1.0,24.0,24-2015,"(47.5714, -122.375)"
16,1875500060.0,7/31/2014,395000.0,3.0,2.0,1890.0,14040.0,2.0,0.0,0.0,3.0,7.0,1890.0,0.0,1994.0,0.0,98019,47.7277,-121.962,1890.0,14018.0,2014.0,7.0,31.0,31-2014,"(47.7277, -121.962)"
17,6865200140.0,5/29/2014,485000.0,4.0,1.0,1600.0,4300.0,1.5,0.0,0.0,4.0,7.0,1600.0,0.0,1916.0,0.0,98103,47.6648,-122.34299999999999,1610.0,4300.0,2014.0,5.0,29.0,29-2014,"(47.6648, -122.34299999999999)"
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0)"
19,7983200060.0,4/24/2015,230000.0,3.0,1.0,1250.0,9774.0,1.0,0.0,0.0,4.0,7.0,1250.0,0.0,1969.0,0.0,98003,47.3343,-122.306,1280.0,8850.0,2015.0,4.0,24.0,24-2015,"(47.3343, -122.306)"
20,6300500875.0,5/14/2014,385000.0,4.0,1.75,1620.0,4980.0,1.0,0.0,0.0,4.0,7.0,860.0,760.0,1947.0,0.0,98133,47.7025,-122.34100000000001,1400.0,4980.0,2014.0,5.0,14.0,14-2014,"(47.7025, -122.34100000000001)"
21,2524049179.0,8/26/2014,2000000.0,3.0,2.75,3050.0,44867.0,1.0,0.0,4.0,3.0,9.0,2330.0,720.0,1968.0,0.0,98040,47.5316,-122.23299999999999,4110.0,20336.0,2014.0,8.0,26.0,26-2014,"(47.5316, -122.23299999999999)"
22,7137970340.0,7/3/2014,285000.0,5.0,2.5,2270.0,6300.0,2.0,0.0,0.0,3.0,8.0,2270.0,0.0,1995.0,0.0,98092,47.3266,-122.169,2240.0,7005.0,2014.0,7.0,3.0,3-2014,"(47.3266, -122.169)"
23,8091400200.0,5/16/2014,252700.0,2.0,1.5,1070.0,9643.0,1.0,0.0,0.0,3.0,7.0,1070.0,0.0,1985.0,0.0,98030,47.3533,-122.166,1220.0,8386.0,2014.0,5.0,16.0,16-2014,"(47.3533, -122.166)"
24,3814700200.0,11/20/2014,329000.0,3.0,2.25,2450.0,6500.0,2.0,0.0,0.0,4.0,8.0,2450.0,0.0,1985.0,0.0,98030,47.3739,-122.17200000000001,2200.0,6865.0,2014.0,11.0,20.0,20-2014,"(47.3739, -122.17200000000001)"
25,1202000200.0,11/3/2014,233000.0,3.0,2.0,1710.0,4697.0,1.5,0.0,0.0,5.0,6.0,1710.0,0.0,1941.0,0.0,98002,47.3048,-122.21799999999999,1030.0,4705.0,2014.0,11.0,3.0,3-2014,"(47.3048, -122.21799999999999)"
26,1794500383.0,6/26/2014,937000.0,3.0,1.75,2450.0,2691.0,2.0,0.0,0.0,3.0,8.0,1750.0,700.0,1915.0,0.0,98119,47.6386,-122.36,1760.0,3573.0,2014.0,6.0,26.0,26-2014,"(47.6386, -122.36)"
27,3303700376.0,12/1/2014,667000.0,3.0,1.0,1400.0,1581.0,1.5,0.0,0.0,5.0,8.0,1400.0,0.0,1909.0,0.0,98112,47.6221,-122.314,1860.0,3861.0,2014.0,12.0,1.0,1-2014,"(47.6221, -122.314)"
28,5101402488.0,6/24/2014,438000.0,3.0,1.75,1520.0,6380.0,1.0,0.0,0.0,3.0,7.0,790.0,730.0,1948.0,0.0,98115,47.695,-122.304,1520.0,6235.0,2014.0,6.0,24.0,24-2014,"(47.695, -122.304)"
29,1873100390.0,3/2/2015,719000.0,4.0,2.5,2570.0,7173.0,2.0,0.0,0.0,3.0,8.0,2570.0,0.0,2005.0,0.0,98052,47.7073,-122.11,2630.0,6026.0,2015.0,3.0,2.0,2-2015,"(47.7073, -122.11)"
30,8562750320.0,11/10/2014,580500.0,3.0,2.5,2320.0,3980.0,2.0,0.0,0.0,3.0,8.0,2320.0,0.0,2003.0,0.0,98027,47.5391,-122.07,2580.0,3980.0,2014.0,11.0,10.0,10-2014,"(47.5391, -122.07)"
31,2426039314.0,12/1/2014,280000.0,2.0,1.5,1190.0,1265.0,3.0,0.0,0.0,3.0,7.0,1190.0,0.0,2005.0,0.0,98133,47.7274,-122.35700000000001,1390.0,1756.0,2014.0,12.0,1.0,1-2014,"(47.7274, -122.35700000000001)"
32,461000390.0,6/24/2014,687500.0,4.0,1.75,2330.0,5000.0,1.5,0.0,0.0,4.0,7.0,1510.0,820.0,1929.0,0.0,98117,47.6823,-122.368,1460.0,5000.0,2014.0,6.0,24.0,24-2014,"(47.6823, -122.368)"
33,7589200193.0,11/10/2014,535000.0,3.0,1.0,1090.0,3000.0,1.5,0.0,0.0,4.0,8.0,1090.0,0.0,1929.0,0.0,98117,47.6889,-122.375,1570.0,5080.0,2014.0,11.0,10.0,10-2014,"(47.6889, -122.375)"
34,7955080270.0,12/3/2014,322500.0,4.0,2.75,2060.0,6659.0,1.0,0.0,0.0,3.0,7.0,1280.0,780.0,1981.0,0.0,98058,47.4276,-122.15700000000001,2020.0,8720.0,2014.0,12.0,3.0,3-2014,"(47.4276, -122.15700000000001)"
35,9547205180.0,6/13/2014,696000.0,3.0,2.5,2300.0,3060.0,1.5,0.0,0.0,3.0,8.0,1510.0,790.0,1930.0,2002.0,98115,47.6827,-122.31,1590.0,3264.0,2014.0,6.0,13.0,13-2014,"(47.6827, -122.31)"
36,9435300030.0,5/28/2014,550000.0,4.0,1.0,1660.0,34848.0,1.0,0.0,0.0,1.0,5.0,930.0,730.0,1933.0,0.0,98052,47.6621,-122.132,2160.0,11467.0,2014.0,5.0,28.0,28-2014,"(47.6621, -122.132)"
37,2768000400.0,12/30/2014,640000.0,4.0,2.0,2360.0,6000.0,2.0,0.0,0.0,4.0,8.0,2360.0,0.0,1904.0,0.0,98107,47.6702,-122.36200000000001,1730.0,4700.0,2014.0,12.0,30.0,30-2014,"(47.6702, -122.36200000000001)"
38,7895500070.0,2/13/2015,240000.0,4.0,1.0,1220.0,8075.0,1.0,0.0,0.0,2.0,7.0,890.0,330.0,1969.0,0.0,98001,47.3341,-122.28200000000001,1290.0,7800.0,2015.0,2.0,13.0,13-2015,"(47.3341, -122.28200000000001)"
39,2078500320.0,6/20/2014,605000.0,4.0,2.5,2620.0,7553.0,2.0,0.0,0.0,3.0,8.0,2620.0,0.0,1996.0,0.0,98056,47.5301,-122.18,2620.0,11884.0,2014.0,6.0,20.0,20-2014,"(47.5301, -122.18)"
40,5547700270.0,7/15/2014,625000.0,4.0,2.5,2570.0,5520.0,2.0,0.0,0.0,3.0,9.0,2570.0,0.0,2000.0,0.0,98074,47.6145,-122.027,2470.0,5669.0,2014.0,7.0,15.0,15-2014,"(47.6145, -122.027)"
41,7766200013.0,8/11/2014,775000.0,4.0,2.25,4220.0,24186.0,1.0,0.0,0.0,3.0,8.0,2600.0,1620.0,1984.0,0.0,98166,47.445,-122.34700000000001,2410.0,30617.0,2014.0,8.0,11.0,11-2014,"(47.445, -122.34700000000001)"
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0)"
43,9270200160.0,10/28/2014,685000.0,3.0,1.0,1570.0,2280.0,2.0,0.0,0.0,3.0,7.0,1570.0,0.0,1922.0,0.0,98119,47.6413,-122.36399999999999,1580.0,2640.0,2014.0,10.0,28.0,28-2014,"(47.6413, -122.36399999999999)"
44,1432701230.0,7/29/2014,309000.0,3.0,1.0,1280.0,9656.0,1.0,0.0,0.0,4.0,6.0,920.0,360.0,1959.0,0.0,98058,47.4485,-122.175,1340.0,8808.0,2014.0,7.0,29.0,29-2014,"(47.4485, -122.175)"
45,8035350320.0,7/18/2014,488000.0,3.0,2.5,3160.0,13603.0,2.0,0.0,0.0,3.0,8.0,3160.0,0.0,2003.0,0.0,98019,47.7443,-121.977,3050.0,9232.0,2014.0,7.0,18.0,18-2014,"(47.7443, -121.977)"
46,8945200830.0,3/25/2015,210490.0,3.0,1.0,990.0,8528.0,1.0,0.0,0.0,3.0,6.0,990.0,0.0,1966.0,0.0,98023,47.3066,-122.37100000000001,1228.0,8840.0,2015.0,3.0,25.0,25-2015,"(47.3066, -122.37100000000001)"
47,4178300310.0,7/16/2014,785000.0,4.0,2.5,2290.0,13416.0,2.0,0.0,0.0,4.0,9.0,2290.0,0.0,1981.0,0.0,98007,47.6194,-122.15100000000001,2680.0,13685.0,2014.0,7.0,16.0,16-2014,"(47.6194, -122.15100000000001)"
48,9215400105.0,4/28/2015,450000.0,3.0,1.75,1250.0,5963.0,1.0,0.0,0.0,4.0,7.0,1250.0,0.0,1953.0,0.0,98115,47.6796,-122.301,970.0,5100.0,2015.0,4.0,28.0,28-2015,"(47.6796, -122.301)"
49,822039084.0,3/11/2015,1350000.0,3.0,2.5,2753.0,65005.0,1.0,1.0,2.0,5.0,9.0,2165.0,588.0,1953.0,0.0,98070,47.4041,-122.45100000000001,2680.0,72513.0,2015.0,3.0,11.0,11-2015,"(47.4041, -122.45100000000001)"
50,5245600105.0,9/16/2014,228000.0,3.0,1.0,1190.0,9199.0,1.0,0.0,0.0,3.0,7.0,1190.0,0.0,1955.0,0.0,98148,47.4258,-122.322,1190.0,9364.0,2014.0,9.0,16.0,16-2014,"(47.4258, -122.322)"
51,7231300125.0,2/17/2015,345000.0,5.0,2.5,3150.0,9134.0,1.0,0.0,0.0,4.0,8.0,1640.0,1510.0,1966.0,0.0,98056,47.4934,-122.189,1990.0,9133.0,2015.0,2.0,17.0,17-2015,"(47.4934, -122.189)"
52,7518505990.0,12/31/2014,600000.0,3.0,1.75,1410.0,4080.0,1.0,0.0,0.0,4.0,7.0,1000.0,410.0,1950.0,0.0,98117,47.6808,-122.384,1410.0,4080.0,2014.0,12.0,31.0,31-2014,"(47.6808, -122.384)"
53,3626039271.0,2/5/2015,585000.0,2.0,1.75,1980.0,8550.0,1.0,0.0,0.0,3.0,7.0,990.0,990.0,1981.0,0.0,98117,47.6989,-122.369,1480.0,6738.0,2015.0,2.0,5.0,5-2015,"(47.6989, -122.369)"
54,4217401195.0,3/3/2015,920000.0,5.0,2.25,2730.0,6000.0,1.5,0.0,0.0,3.0,8.0,2130.0,600.0,1927.0,0.0,98105,47.6571,-122.281,2730.0,6000.0,2015.0,3.0,3.0,3-2015,"(47.6571, -122.281)"
55,9822700295.0,5/12/2014,885000.0,4.0,2.5,2830.0,5000.0,2.0,0.0,0.0,3.0,9.0,2830.0,0.0,1995.0,0.0,98105,47.6597,-122.29,1950.0,5000.0,2014.0,5.0,12.0,12-2014,"(47.6597, -122.29)"
56,9478500640.0,8/19/2014,292500.0,4.0,2.5,2250.0,4495.0,2.0,0.0,0.0,3.0,7.0,2250.0,0.0,2008.0,0.0,98042,47.3663,-122.11399999999999,2250.0,4500.0,2014.0,8.0,19.0,19-2014,"(47.3663, -122.11399999999999)"
57,2799800710.0,4/7/2015,301000.0,3.0,2.5,2420.0,4750.0,2.0,0.0,0.0,3.0,8.0,2420.0,0.0,2003.0,0.0,98042,47.3663,-122.12200000000001,2690.0,4750.0,2015.0,4.0,7.0,7-2015,"(47.3663, -122.12200000000001)"
58,7922800400.0,8/27/2014,951000.0,5.0,3.25,3250.0,14342.0,2.0,0.0,4.0,4.0,8.0,3250.0,0.0,1968.0,0.0,98008,47.588,-122.116,2960.0,11044.0,2014.0,8.0,27.0,27-2014,"(47.588, -122.116)"
59,8079040320.0,2/23/2015,430000.0,4.0,3.0,1850.0,9976.0,2.0,0.0,0.0,3.0,8.0,1850.0,0.0,1991.0,0.0,98059,47.5059,-122.149,2270.0,8542.0,2015.0,2.0,23.0,23-2015,"(47.5059, -122.149)"
60,1516000055.0,12/10/2014,650000.0,3.0,2.25,2150.0,21235.0,1.0,0.0,3.0,4.0,8.0,1590.0,560.0,1959.0,0.0,98166,47.4336,-122.339,2570.0,18900.0,2014.0,12.0,10.0,10-2014,"(47.4336, -122.339)"
61,9558200045.0,8/28/2014,289000.0,3.0,1.75,1260.0,8400.0,1.0,0.0,0.0,3.0,7.0,1260.0,0.0,1954.0,0.0,98148,47.4366,-122.335,1290.0,8750.0,2014.0,8.0,28.0,28-2014,"(47.4366, -122.335)"
62,5072410070.0,10/21/2014,505000.0,3.0,1.75,2519.0,8690.0,2.0,0.0,0.0,5.0,8.0,2519.0,0.0,1973.0,0.0,98166,47.4428,-122.344,2500.0,9500.0,2014.0,10.0,21.0,21-2014,"(47.4428, -122.344)"
63,9528102996.0,12/7/2014,549000.0,3.0,1.75,1540.0,1044.0,3.0,0.0,0.0,3.0,8.0,1540.0,0.0,2014.0,0.0,98115,47.6765,-122.32,1580.0,3090.0,2014.0,12.0,7.0,7-2014,"(47.6765, -122.32)"
64,1189001180.0,6/3/2014,425000.0,3.0,2.25,1660.0,6000.0,1.0,0.0,0.0,3.0,7.0,1110.0,550.0,1979.0,0.0,98122,47.6113,-122.29700000000001,1440.0,4080.0,2014.0,6.0,3.0,3-2014,"(47.6113, -122.29700000000001)"
65,3253500160.0,11/20/2014,317625.0,3.0,2.75,2770.0,3809.0,1.5,0.0,0.0,5.0,7.0,1770.0,1000.0,1925.0,0.0,98144,47.5747,-122.304,1440.0,4000.0,2014.0,11.0,20.0,20-2014,"(47.5747, -122.304)"
66,3394100030.0,9/9/2014,975000.0,4.0,2.5,2720.0,11049.0,2.0,0.0,0.0,3.0,10.0,2720.0,0.0,1989.0,0.0,98004,47.5815,-122.19200000000001,2750.0,11049.0,2014.0,9.0,9.0,9-2014,"(47.5815, -122.19200000000001)"
67,3717000160.0,10/9/2014,287000.0,4.0,2.5,2240.0,4648.0,2.0,0.0,0.0,3.0,7.0,2240.0,0.0,2005.0,0.0,98001,47.3378,-122.257,2221.0,4557.0,2014.0,10.0,9.0,9-2014,"(47.3378, -122.257)"
68,1274500060.0,8/25/2014,204000.0,3.0,1.0,1000.0,12070.0,1.0,0.0,0.0,4.0,7.0,1000.0,0.0,1968.0,0.0,98042,47.3621,-122.11,1010.0,12635.0,2014.0,8.0,25.0,25-2014,"(47.3621, -122.11)"
69,1802000060.0,6/12/2014,1330000.0,5.0,2.25,3200.0,20158.0,1.0,0.0,0.0,3.0,8.0,1600.0,1600.0,1965.0,0.0,98004,47.6303,-122.215,3390.0,20158.0,2014.0,6.0,12.0,12-2014,"(47.6303, -122.215)"
70,1525059190.0,9/12/2014,1040000.0,5.0,3.25,4770.0,50094.0,1.0,0.0,0.0,4.0,11.0,3070.0,1700.0,1973.0,0.0,98005,47.6525,-122.16,3530.0,38917.0,2014.0,9.0,12.0,12-2014,"(47.6525, -122.16)"
71,1049000060.0,1/5/2015,325000.0,3.0,2.0,1260.0,5612.0,1.0,0.0,0.0,4.0,7.0,1260.0,0.0,1972.0,0.0,98034,47.7362,-122.179,1640.0,4745.0,2015.0,1.0,5.0,5-2015,"(47.7362, -122.179)"
72,8820901275.0,6/10/2014,571000.0,4.0,2.0,2750.0,7807.0,1.5,0.0,0.0,5.0,7.0,2250.0,500.0,1916.0,0.0,98125,47.7168,-122.287,1510.0,7807.0,2014.0,6.0,10.0,10-2014,"(47.7168, -122.287)"
73,5416510140.0,7/10/2014,360000.0,4.0,2.5,2380.0,5000.0,2.0,0.0,0.0,3.0,8.0,2380.0,0.0,2005.0,0.0,98038,47.3608,-122.036,2420.0,5000.0,2014.0,7.0,10.0,10-2014,"(47.3608, -122.036)"
74,3444100400.0,3/16/2015,349000.0,3.0,1.75,1790.0,50529.0,1.0,0.0,0.0,5.0,7.0,1090.0,700.0,1965.0,0.0,98042,47.3511,-122.073,1940.0,50529.0,2015.0,3.0,16.0,16-2015,"(47.3511, -122.073)"
75,3276920270.0,11/5/2014,832500.0,4.0,4.0,3430.0,35102.0,2.0,0.0,0.0,4.0,10.0,2390.0,1040.0,1986.0,0.0,98075,47.5822,-121.98700000000001,3240.0,35020.0,2014.0,11.0,5.0,5-2014,"(47.5822, -121.98700000000001)"
76,4036801170.0,10/13/2014,380000.0,4.0,1.75,1760.0,7300.0,1.0,0.0,0.0,3.0,7.0,880.0,880.0,1956.0,0.0,98008,47.6034,-122.125,1680.0,7500.0,2014.0,10.0,13.0,13-2014,"(47.6034, -122.125)"
77,2391600320.0,4/20/2015,480000.0,3.0,1.0,1040.0,5060.0,1.0,0.0,0.0,3.0,7.0,1040.0,0.0,1941.0,0.0,98116,47.5636,-122.39399999999999,890.0,5060.0,2015.0,4.0,20.0,20-2015,"(47.5636, -122.39399999999999)"
78,6300000287.0,6/9/2014,410000.0,3.0,1.0,1410.0,5060.0,1.0,0.0,0.0,4.0,7.0,910.0,500.0,1956.0,0.0,98133,47.7073,-122.34,1130.0,5693.0,2014.0,6.0,9.0,9-2014,"(47.7073, -122.34)"
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0)"
80,5104520400.0,12/2/2014,390000.0,3.0,2.5,2350.0,5100.0,2.0,0.0,0.0,3.0,8.0,2350.0,0.0,2003.0,0.0,98038,47.3512,-122.008,2350.0,5363.0,2014.0,12.0,2.0,2-2014,"(47.3512, -122.008)"
81,7437100340.0,12/22/2014,360000.0,4.0,2.5,1900.0,5889.0,2.0,0.0,0.0,3.0,7.0,1900.0,0.0,1992.0,0.0,98038,47.349,-122.031,1870.0,6405.0,2014.0,12.0,22.0,22-2014,"(47.349, -122.031)"
82,9418400240.0,10/28/2014,355000.0,2.0,1.0,2020.0,6720.0,1.0,0.0,0.0,3.0,7.0,1010.0,1010.0,1948.0,0.0,98118,47.5474,-122.291,1720.0,6720.0,2014.0,10.0,28.0,28-2014,"(47.5474, -122.291)"
83,1523059105.0,1/28/2015,356000.0,3.0,1.5,1680.0,8712.0,1.0,0.0,0.0,3.0,8.0,1680.0,0.0,1964.0,0.0,98059,47.4811,-122.149,1850.0,8797.0,2015.0,1.0,28.0,28-2015,"(47.4811, -122.149)"
84,1133000671.0,6/2/2014,315000.0,3.0,1.0,960.0,6634.0,1.0,0.0,0.0,3.0,6.0,960.0,0.0,1952.0,0.0,98125,47.7264,-122.31,1570.0,7203.0,2014.0,6.0,2.0,2-2014,"(47.7264, -122.31)"
85,4232902595.0,11/14/2014,940000.0,3.0,1.5,2140.0,3600.0,2.0,0.0,0.0,3.0,9.0,1900.0,240.0,1925.0,0.0,98119,47.6337,-122.365,2020.0,4800.0,2014.0,11.0,14.0,14-2014,"(47.6337, -122.365)"
86,2599001200.0,11/3/2014,305000.0,5.0,2.25,2660.0,8400.0,1.5,0.0,0.0,5.0,7.0,2660.0,0.0,1961.0,0.0,98092,47.2909,-122.189,1590.0,8165.0,2014.0,11.0,3.0,3-2014,"(47.2909, -122.189)"
87,3342103156.0,6/18/2014,461000.0,3.0,3.25,2770.0,6278.0,2.0,0.0,0.0,3.0,9.0,1980.0,790.0,2006.0,0.0,98056,47.5228,-122.199,1900.0,7349.0,2014.0,6.0,18.0,18-2014,"(47.5228, -122.199)"
88,1332700270.0,5/19/2014,215000.0,2.0,2.25,1610.0,2040.0,2.0,0.0,0.0,4.0,7.0,1610.0,0.0,1979.0,0.0,98056,47.518,-122.194,1950.0,2025.0,2014.0,5.0,19.0,19-2014,"(47.518, -122.194)"
89,3869900162.0,9/4/2014,335000.0,2.0,1.75,1030.0,1066.0,2.0,0.0,0.0,3.0,7.0,765.0,265.0,2006.0,0.0,98136,47.5394,-122.387,1030.0,1106.0,2014.0,9.0,4.0,4-2014,"(47.5394, -122.387)"
90,2791500270.0,5/22/2014,243500.0,4.0,2.5,1980.0,7403.0,2.0,0.0,0.0,3.0,7.0,1980.0,0.0,1988.0,0.0,98023,47.2897,-122.37200000000001,1980.0,7510.0,2014.0,5.0,22.0,22-2014,"(47.2897, -122.37200000000001)"
91,5036300431.0,3/11/2015,1100000.0,5.0,2.75,3520.0,6353.0,2.0,0.0,0.0,4.0,10.0,3520.0,0.0,2001.0,0.0,98199,47.6506,-122.391,2520.0,6250.0,2015.0,3.0,11.0,11-2015,"(47.6506, -122.391)"
92,4168000060.0,2/26/2015,153000.0,3.0,1.0,1200.0,10500.0,1.0,0.0,0.0,3.0,7.0,1200.0,0.0,1962.0,0.0,98023,47.321999999999996,-122.351,1350.0,10500.0,2015.0,2.0,26.0,26-2015,"(47.321999999999996, -122.351)"
93,6021501535.0,7/25/2014,430000.0,3.0,1.5,1580.0,5000.0,1.0,0.0,0.0,3.0,8.0,1290.0,290.0,1939.0,0.0,98117,47.687,-122.38600000000001,1570.0,4500.0,2014.0,7.0,25.0,25-2014,"(47.687, -122.38600000000001)"
94,6021501535.0,12/23/2014,700000.0,3.0,1.5,1580.0,5000.0,1.0,0.0,0.0,3.0,8.0,1290.0,290.0,1939.0,0.0,98117,47.687,-122.38600000000001,1570.0,4500.0,2014.0,12.0,23.0,23-2014,"(47.687, -122.38600000000001)"
95,1483300570.0,9/8/2014,905000.0,4.0,2.5,3300.0,10250.0,1.0,0.0,0.0,3.0,7.0,2390.0,910.0,1946.0,1991.0,98040,47.5873,-122.249,1950.0,6045.0,2014.0,9.0,8.0,8-2014,"(47.5873, -122.249)"
96,3422049190.0,3/30/2015,247500.0,3.0,1.75,1960.0,15681.0,1.0,0.0,0.0,3.0,7.0,1960.0,0.0,1967.0,0.0,98032,47.3576,-122.277,1750.0,15616.0,2015.0,3.0,30.0,30-2015,"(47.3576, -122.277)"
97,1099611230.0,9/12/2014,199000.0,4.0,1.5,1160.0,6400.0,1.0,0.0,0.0,4.0,7.0,1160.0,0.0,1975.0,0.0,98023,47.3036,-122.37799999999999,1160.0,6400.0,2014.0,9.0,12.0,12-2014,"(47.3036, -122.37799999999999)"
98,722079104.0,7/11/2014,314000.0,3.0,1.75,1810.0,41800.0,1.0,0.0,0.0,5.0,7.0,1210.0,600.0,1980.0,0.0,98038,47.4109,-121.958,1650.0,135036.0,2014.0,7.0,11.0,11-2014,"(47.4109, -121.958)"
99,7338200240.0,5/16/2014,437500.0,3.0,2.5,2320.0,36847.0,2.0,0.0,2.0,3.0,9.0,2320.0,0.0,1992.0,0.0,98045,47.4838,-121.714,2550.0,35065.0,2014.0,5.0,16.0,16-2014,"(47.4838, -121.714)"
100,1952200240.0,6/11/2014,850830.0,3.0,2.5,2070.0,13241.0,1.5,0.0,0.0,5.0,9.0,1270.0,800.0,1910.0,0.0,98102,47.6415,-122.315,2200.0,4500.0,2014.0,6.0,11.0,11-2014,"(47.6415, -122.315)"
101,5200100125.0,10/27/2014,555000.0,3.0,2.0,1980.0,3478.0,1.5,0.0,0.0,4.0,7.0,1440.0,540.0,1929.0,0.0,98117,47.6775,-122.37200000000001,1610.0,3478.0,2014.0,10.0,27.0,27-2014,"(47.6775, -122.37200000000001)"
102,7214720075.0,12/12/2014,699950.0,3.0,2.25,2190.0,107593.0,2.0,0.0,0.0,4.0,8.0,2190.0,0.0,1983.0,0.0,98077,47.7731,-122.08,2570.0,47777.0,2014.0,12.0,12.0,12-2014,"(47.7731, -122.08)"
